!!SBtab TableID='ParameterData' TableType='Quantity'										
!QuantityType	!Compound	!Reaction	!Unit	!Median	!Mean	!Std	!Lower	!Upper	!Compound:Identifiers:kegg.compound	!Reaction:Identifiers:kegg.reaction
product catalytic rate constant		RPE_R01529	1/s	182.45258	198.08402	83.733093	0.005	10000000		R01529
product catalytic rate constant		TXT_R01641	1/s	NaN	NaN	NaN	0.005	10000000		R01641
product catalytic rate constant		TAL_R08575	1/s	NaN	NaN	NaN	0.005	10000000		R08575
product catalytic rate constant		TXT_R01067	1/s	NaN	NaN	NaN	0.005	10000000		R01067
product catalytic rate constant		CSN_R00351	1/s	119.32901	129.5524	54.763748	0.005	10000000		R00351
product catalytic rate constant		ACN_R01325	1/s	30.09	32.66793	13.809225	0.005	10000000		R01325
product catalytic rate constant		ACN_R01900	1/s	267.48	290.39608	122.75479	0.005	10000000		R01900
product catalytic rate constant		ICD_R00709	1/s	30	32.57022	13.767921	0.005	10000000		R00709
product catalytic rate constant		KGD_R08549	1/s	NaN	NaN	NaN	0.005	10000000		R08549
product catalytic rate constant		SCS_R00405	1/s	45.344239	49.229061	20.809864	0.005	10000000		R00405
product catalytic rate constant		SDH_R02164	1/s	79.556898	86.372854	36.511104	0.005	10000000		R02164
product catalytic rate constant		FUM_R01082	1/s	115.24806	125.12182	52.890874	0.005	10000000		R01082
product catalytic rate constant		MDH_R00342	1/s	227.92729	247.45473	104.60283	0.005	10000000		R00342
product catalytic rate constant		PPC_R00345	1/s	NaN	NaN	NaN	0.005	10000000		R00345
product catalytic rate constant		Overflow	1/s	NaN	NaN	NaN	0.005	10000000		Overflow
standard Gibbs free energy of reaction		PTS_RPTSsy	kJ/mol	NaN	NaN	NaN	-1000	1000		RPTSsy
standard Gibbs free energy of reaction		PGI_R02740	kJ/mol	NaN	NaN	NaN	-1000	1000		R02740
standard Gibbs free energy of reaction		PFK_R04779	kJ/mol	NaN	NaN	NaN	-1000	1000		R04779
standard Gibbs free energy of reaction		ALD_R01070	kJ/mol	NaN	NaN	NaN	-1000	1000		R01070
standard Gibbs free energy of reaction		TIM_R01015	kJ/mol	NaN	NaN	NaN	-1000	1000		R01015
standard Gibbs free energy of reaction		GAP_R01061	kJ/mol	NaN	NaN	NaN	-1000	1000		R01061
standard Gibbs free energy of reaction		PGK_R01512	kJ/mol	NaN	NaN	NaN	-1000	1000		R01512
standard Gibbs free energy of reaction		PGM_R01518	kJ/mol	NaN	NaN	NaN	-1000	1000		R01518
standard Gibbs free energy of reaction		PGH_R00658	kJ/mol	NaN	NaN	NaN	-1000	1000		R00658
standard Gibbs free energy of reaction		PYK_R00200	kJ/mol	NaN	NaN	NaN	-1000	1000		R00200
standard Gibbs free energy of reaction		PDH_R00209	kJ/mol	NaN	NaN	NaN	-1000	1000		R00209
standard Gibbs free energy of reaction		ZWF_R00835	kJ/mol	NaN	NaN	NaN	-1000	1000		R00835
standard Gibbs free energy of reaction		GLH_R02035	kJ/mol	NaN	NaN	NaN	-1000	1000		R02035
standard Gibbs free energy of reaction		PGD_R01528	kJ/mol	NaN	NaN	NaN	-1000	1000		R01528
standard Gibbs free energy of reaction		RPI_R01056	kJ/mol	NaN	NaN	NaN	-1000	1000		R01056
standard Gibbs free energy of reaction		RPE_R01529	kJ/mol	NaN	NaN	NaN	-1000	1000		R01529
standard Gibbs free energy of reaction		TXT_R01641	kJ/mol	NaN	NaN	NaN	-1000	1000		R01641
standard Gibbs free energy of reaction		TAL_R08575	kJ/mol	NaN	NaN	NaN	-1000	1000		R08575
standard Gibbs free energy of reaction		TXT_R01067	kJ/mol	NaN	NaN	NaN	-1000	1000		R01067
standard Gibbs free energy of reaction		CSN_R00351	kJ/mol	NaN	NaN	NaN	-1000	1000		R00351
standard Gibbs free energy of reaction		ACN_R01325	kJ/mol	NaN	NaN	NaN	-1000	1000		R01325
standard Gibbs free energy of reaction		ACN_R01900	kJ/mol	NaN	NaN	NaN	-1000	1000		R01900
standard Gibbs free energy of reaction		ICD_R00709	kJ/mol	NaN	NaN	NaN	-1000	1000		R00709
standard Gibbs free energy of reaction		KGD_R08549	kJ/mol	NaN	NaN	NaN	-1000	1000		R08549
standard Gibbs free energy of reaction		SCS_R00405	kJ/mol	NaN	NaN	NaN	-1000	1000		R00405
standard Gibbs free energy of reaction		SDH_R02164	kJ/mol	NaN	NaN	NaN	-1000	1000		R02164
standard Gibbs free energy of reaction		FUM_R01082	kJ/mol	NaN	NaN	NaN	-1000	1000		R01082
standard Gibbs free energy of reaction		MDH_R00342	kJ/mol	NaN	NaN	NaN	-1000	1000		R00342
standard Gibbs free energy of reaction		PPC_R00345	kJ/mol	NaN	NaN	NaN	-1000	1000		R00345
standard Gibbs free energy of reaction		Overflow	kJ/mol	NaN	NaN	NaN	-1000	1000		Overflow
Gibbs free energy of reaction		PTS_RPTSsy	kJ/mol	NaN	NaN	NaN	-100	100		RPTSsy
Gibbs free energy of reaction		PGI_R02740	kJ/mol	NaN	NaN	NaN	-100	100		R02740
Gibbs free energy of reaction		PFK_R04779	kJ/mol	NaN	NaN	NaN	-100	100		R04779
Gibbs free energy of reaction		ALD_R01070	kJ/mol	NaN	NaN	NaN	-100	100		R01070
Gibbs free energy of reaction		TIM_R01015	kJ/mol	NaN	NaN	NaN	-100	100		R01015
Gibbs free energy of reaction		GAP_R01061	kJ/mol	NaN	NaN	NaN	-100	100		R01061
Gibbs free energy of reaction		PGK_R01512	kJ/mol	NaN	NaN	NaN	-100	100		R01512
Gibbs free energy of reaction		PGM_R01518	kJ/mol	NaN	NaN	NaN	-100	100		R01518
Gibbs free energy of reaction		PGH_R00658	kJ/mol	NaN	NaN	NaN	-100	100		R00658
Gibbs free energy of reaction		PYK_R00200	kJ/mol	NaN	NaN	NaN	-100	100		R00200
Gibbs free energy of reaction		PDH_R00209	kJ/mol	NaN	NaN	NaN	-100	100		R00209
Gibbs free energy of reaction		ZWF_R00835	kJ/mol	NaN	NaN	NaN	-100	100		R00835
Gibbs free energy of reaction		GLH_R02035	kJ/mol	NaN	NaN	NaN	-100	100		R02035
Gibbs free energy of reaction		PGD_R01528	kJ/mol	NaN	NaN	NaN	-100	100		R01528
Gibbs free energy of reaction		RPI_R01056	kJ/mol	NaN	NaN	NaN	-100	100		R01056
Gibbs free energy of reaction		RPE_R01529	kJ/mol	NaN	NaN	NaN	-100	100		R01529
Gibbs free energy of reaction		TXT_R01641	kJ/mol	NaN	NaN	NaN	-100	100		R01641
Gibbs free energy of reaction		TAL_R08575	kJ/mol	NaN	NaN	NaN	-100	100		R08575
Gibbs free energy of reaction		TXT_R01067	kJ/mol	NaN	NaN	NaN	-100	100		R01067
Gibbs free energy of reaction		CSN_R00351	kJ/mol	NaN	NaN	NaN	-100	100		R00351
Gibbs free energy of reaction		ACN_R01325	kJ/mol	NaN	NaN	NaN	-100	100		R01325
Gibbs free energy of reaction		ACN_R01900	kJ/mol	NaN	NaN	NaN	-100	100		R01900
Gibbs free energy of reaction		ICD_R00709	kJ/mol	NaN	NaN	NaN	-100	100		R00709
Gibbs free energy of reaction		KGD_R08549	kJ/mol	NaN	NaN	NaN	-100	100		R08549
Gibbs free energy of reaction		SCS_R00405	kJ/mol	NaN	NaN	NaN	-100	100		R00405
Gibbs free energy of reaction		SDH_R02164	kJ/mol	NaN	NaN	NaN	-100	100		R02164
Gibbs free energy of reaction		FUM_R01082	kJ/mol	NaN	NaN	NaN	-100	100		R01082
Gibbs free energy of reaction		MDH_R00342	kJ/mol	NaN	NaN	NaN	-100	100		R00342
Gibbs free energy of reaction		PPC_R00345	kJ/mol	NaN	NaN	NaN	-100	100		R00345
Gibbs free energy of reaction		Overflow	kJ/mol	NaN	NaN	NaN	-100	100		Overflow
